Id,HR,interval in seconds,NNRR,AVNN,SDNN,RMSSD,pNN50,TP,ULF,VLF,LF,HF,LF_HF
25,90.25836364,0.7244136360000001,0.977753,0.724242,0.027682900000000003,0.0132297,0.028809500000000002,0.00670577,0.00670577,0.00064,0.0,0.0,
26,92.313,0.8359282050000001,0.974839,0.8352740000000001,0.0730586,0.035093400000000004,0.032027,0.0435395,0.0327089,0.0114705,0.0,0.0,
27,83.42914286,0.995,0.971909,0.9951530000000001,0.120225,0.0603495,0.0656061,0.153258,0.153258,0.00064,0.0,0.0,
28,108.1672653,0.6461061220000001,0.980072,0.647008,0.1052481,0.0419738,0.047553200000000004,0.158367,0.158367,0.00064,0.0,0.0,
29,101.51088889,0.944938889,0.9727020000000001,0.9436570000000001,0.121277,0.058594,0.0344118,0.166804,0.166804,0.00064,0.0,0.0,
30,77.27443902,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0264815,0.0264815,0.00064,0.0,0.0,
31,86.2092093,0.7287069770000001,0.977224,0.7286330000000001,0.0349669,0.0206027,0.07817070000000001,0.00781945,0.00781945,0.00064,0.0,0.0,
32,75.44892308,0.844261538,0.974839,0.8438260000000001,0.0507915,0.024407500000000002,0.032027,0.0263957,0.0263957,0.00064,0.0,0.0,
33,105.372,0.6668000000000001,0.979203,0.6668000000000001,0.006600022400000001,0.0032,0.005000000000000001,,,0.00064,0.0,0.0,
34,74.397,0.81705,0.97548,0.815928,0.0715604,0.026633,0.057631600000000005,0.0508418,0.0508418,0.00064,0.0,0.0,
35,84.46956098,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0262555,0.0262555,0.00064,0.0,0.0,
36,105.332,0.6092000000000001,0.98048,0.6093310000000001,0.0261737,0.0124376,0.0258333,0.0064471,0.0064471,0.00064,0.0,0.0,
37,108.132,0.6092000000000001,0.98048,0.6093310000000001,0.0261737,0.0124376,0.0258333,0.00630486,0.00630486,0.00064,0.0,0.0,
38,95.58476596,0.6737148940000001,0.979203,0.673865,0.0270553,0.01288963,0.027222200000000002,0.00665059,0.00665059,0.00064,0.0,0.0,
39,77.7646,0.6286,0.98048,0.629127,0.0855064,0.0404391,0.0258333,0.104959,0.104959,0.00064,0.0,0.0,
40,115.478383,0.6668000000000001,0.979203,0.6668000000000001,0.006600022400000001,0.0032,0.005000000000000001,,0.0,,,,
41,94.132,0.6092000000000001,0.98048,0.6093310000000001,0.0261737,0.0124376,0.0258333,0.00644101,0.00644101,0.00064,0.0,0.0,
42,67.53866667,0.937716667,0.9727020000000001,0.9380860000000001,0.12045199999999999,0.059704600000000004,0.0638235,0.159825,0.159825,0.00064,0.0,0.0,
43,73.84422222,0.944938889,0.9727020000000001,0.9436570000000001,0.121277,0.058594,0.0344118,0.168599,0.168599,0.00064,0.0,0.0,
44,75.73097436,0.8359282050000001,0.974839,0.8352740000000001,0.0730586,0.035093400000000004,0.032027,0.0585141,0.0585141,0.00064,0.0,0.0,
45,73.26673684,0.894352632,0.974164,0.895259,0.0737129,0.0370891,0.0605556,0.057068,0.057068,0.00064,0.0,0.0,
46,68.1658,0.6376000000000001,0.98048,0.63831,0.11352699999999999,0.0506142,0.046666700000000005,0.190671,0.190671,0.00064,0.0,0.0,
47,79.20760526,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,0.100465,0.0843406,0.016764200000000003,0.0,0.0,
48,67.42914286,0.998514286,0.971909,0.996888,0.145723,0.0705681,0.035303,0.238041,0.238041,0.00064,0.0,0.0,
49,79.45657143,1.0317142860000001,0.971909,1.03106,0.0538975,0.025569500000000002,0.126212,0.0251945,0.0251945,0.00064,0.0,0.0,
50,83.03866667,0.941327778,0.9727020000000001,0.9418000000000001,0.121033,0.059704600000000004,0.0638235,0.164456,0.164456,0.00064,0.0,0.0,
51,95.972,0.6328408160000001,0.980072,0.6321330000000001,0.038826200000000005,0.016402200000000002,0.047553200000000004,0.00777358,0.00777358,0.00064,0.0,0.0,
52,74.29091892,0.9233135140000001,0.973453,0.9232720000000001,0.115229,0.0630699,0.176429,0.143053,0.143053,0.00064,0.0,0.0,
53,67.64883333,0.964522222,0.9727020000000001,0.965657,0.0384657,0.0189648,0.0638235,0.00574373,0.00574373,0.00064,0.0,0.0,
54,79.65405128,0.840851282,0.974839,0.838642,0.0759045,0.0367841,0.0590541,0.0624043,0.0624043,0.00064,0.0,0.0,
55,102.00357895,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,0.106504,0.106504,0.00064,0.0,0.0,
56,75.93956757,0.9162864860000001,0.973453,0.91605,0.11262399999999999,0.0588915,0.0621429,0.135457,0.135457,0.00064,0.0,0.0,
57,69.76584211,0.9333526320000001,0.974164,0.9335840000000001,0.0291279,0.0140333,0.032777799999999996,0.00679154,0.00679154,0.00064,0.0,0.0,
58,85.572,0.6157,0.98048,0.615963,0.0460532,0.021819500000000002,0.0258333,0.0259299,0.0259299,0.00064,0.0,0.0,
59,93.8826383,0.6668000000000001,0.979203,0.6668000000000001,0.006600022400000001,0.0032,0.005000000000000001,,0.0,,,,
60,80.95533333,0.946744444,0.9727020000000001,0.9473710000000001,0.0977509,0.0488293,0.0638235,0.100317,0.100317,0.00064,0.0,0.0,
61,106.312,0.6157,0.98048,0.615963,0.0460532,0.021819500000000002,0.0258333,0.0262237,0.0262237,0.00064,0.0,0.0,
62,79.50020513,0.8409282050000001,0.974839,0.8404050000000001,0.051876700000000005,0.029241000000000003,0.08608110000000001,0.0252985,0.0252985,0.00064,0.0,0.0,
63,75.88482051,0.8359282050000001,0.974839,0.8352740000000001,0.0730586,0.035093400000000004,0.032027,0.0592556,0.0592556,0.00064,0.0,0.0,
64,76.15542105,0.899405263,0.974164,0.898719,0.07349059999999999,0.0353667,0.032777799999999996,0.0565981,0.0493956,0.00784252,0.0,0.0,
65,91.2092093,0.727218605,0.977224,0.72711,0.0329156,0.0256896,0.053780499999999995,0.00751989,0.00751989,0.00064,0.0,0.0,
66,102.28734211,0.882431579,0.974164,0.881286,0.1182,0.0568667,0.032777799999999996,0.154759,0.119085,0.0363143,0.0,0.0,
67,86.57654545,0.7318,0.977753,0.7318,,0.0032,0.005000000000000001,,0.0,,,,
68,80.17687805,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0265821,0.0265821,0.00064,0.0,0.0,
69,83.60057143,1.011514286,0.971909,1.010271,0.153693,0.0742674,0.15651500000000002,0.262541,0.262541,0.00064,0.0,0.0,
70,75.05771429,1.0134,0.971909,1.0103,0.154556,0.0616263,0.09590910000000001,0.265707,0.265707,0.00064,0.0,0.0,
71,72.79305263,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,0.10608,0.10608,0.00064,0.0,0.0,
72,90.73785366,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0264795,0.0264795,0.00064,0.0,0.0,
73,80.08554762,0.7944190480000001,0.97667,0.795946,0.067685,0.028181,0.08,0.0461455,0.0461455,0.00064,0.0,0.0,
74,82.572,0.8158000000000001,0.97548,0.815492,0.0391141,0.0187733,0.031315800000000005,0.0144064,0.0144064,0.00064,0.0,0.0,
75,75.44892308,0.844261538,0.974839,0.8438260000000001,0.0507915,0.024407500000000002,0.032027,0.0267034,0.0267034,0.00064,0.0,0.0,
76,66.872,0.944938889,0.9727020000000001,0.9436570000000001,0.121277,0.058594,0.0344118,0.166313,0.166313,0.00064,0.0,0.0,
77,89.75295238,0.766728571,0.97667,0.76602,0.052345800000000005,0.0319337,0.13,0.0219503,0.0219503,0.00064,0.0,0.0,
78,82.80057143,0.994857143,0.971909,0.993124,0.15542699999999998,0.08249559999999999,0.0656061,0.272498,0.272498,0.00064,0.0,0.0,
79,77.00614634,0.787995122,0.97609,0.7878000000000001,0.0280357,0.0134482,0.030641,0.00671113,0.00671113,0.00064,0.0,0.0,
80,70.1654,0.7464590910000001,0.977753,0.7468,0.0484415,0.0231051,0.028809500000000002,0.0264838,0.0264838,0.00064,0.0,0.0,
81,95.20102128,0.680523404,0.979203,0.680822,0.0471958,0.0224302,0.027222200000000002,0.0263768,0.0263768,0.00064,0.0,0.0,
82,83.07931707,0.787995122,0.97609,0.7878000000000001,0.0280357,0.0134482,0.030641,0.00644704,0.00644704,0.00064,0.0,0.0,
83,66.16579999999999,0.8673128210000001,0.974839,0.867484,0.0304011,0.0162218,0.032027,0.00689724,0.00689724,0.00064,0.0,0.0,
84,115.372,0.555762963,0.9819610000000001,0.554875,0.0469475,0.0232317,0.0434615,0.0244134,0.0244134,0.00064,0.0,0.0,
85,74.31489744,0.8490564100000001,0.974839,0.848747,0.08290449999999999,0.0481492,0.08608110000000001,0.0653711,0.0515496,0.0144614,0.0,0.0,
86,110.7249412,0.600152941,0.9808720000000001,0.6001000000000001,0.0588046,0.025828800000000002,0.0662245,0.0337834,0.0337834,0.00064,0.0,0.0,
87,106.192,0.6157,0.98048,0.615963,0.0460532,0.021819500000000002,0.0258333,0.0261195,0.0261195,0.00064,0.0,0.0,
88,80.80789744,0.8359282050000001,0.974839,0.8352740000000001,0.0730586,0.035093400000000004,0.032027,0.0598275,0.0598275,0.00064,0.0,0.0,
89,98.58476596,0.6668000000000001,0.979203,0.6668000000000001,0.006600022400000001,0.0032,0.005000000000000001,,,0.00064,0.0,0.0,
90,88.97726316,0.899405263,0.974164,0.898719,0.07349059999999999,0.0353667,0.032777799999999996,0.0597248,0.0597248,0.00064,0.0,0.0,
91,73.26673684,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,0.105663,0.105663,0.00064,0.0,0.0,
92,71.98166667,0.8409282050000001,0.974839,0.8404050000000001,0.060973400000000004,0.029241000000000003,0.08608110000000001,0.0358034,0.0277612,0.00868219,0.0,0.0,
93,81.54273171,0.787995122,0.97609,0.7878000000000001,0.0280357,0.0134482,0.030641,0.00655894,0.00655894,0.00064,0.0,0.0,
94,94.58821622,0.909259459,0.973453,0.9088280000000001,0.10943299999999999,0.0494953,0.0907143,0.129845,0.129845,0.00064,0.0,0.0,
95,110.7124255,0.6668000000000001,0.979203,0.6668000000000001,0.006600022400000001,0.0032,0.005000000000000001,,,0.00064,0.0,0.0,
96,116.232,0.6092000000000001,0.98048,0.6093310000000001,0.0261737,0.0124376,0.0258333,0.00652569,0.00652569,0.00064,0.0,0.0,
97,85.78663415,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0265558,0.0265558,0.00064,0.0,0.0,
98,69.52907895,0.9333526320000001,0.974164,0.9335840000000001,0.0291279,0.0140333,0.032777799999999996,0.00682636,0.00682636,0.00064,0.0,0.0,
99,77.372,0.807675,0.97548,0.8071590000000001,0.061128800000000004,0.029317600000000003,0.031315800000000005,0.0406748,0.0406748,0.00064,0.0,0.0,
100,86.20126829,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0268323,0.0268323,0.00064,0.0,0.0,
101,83.17687805,0.808604878,0.97609,0.8073,0.0685636,0.030617000000000002,0.107564,0.0429666,0.0429666,0.00064,0.0,0.0,
102,84.17687805,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0270518,0.0270518,0.00064,0.0,0.0,
103,113.909037,0.55817037,0.9819610000000001,0.558555,0.0481909,0.0158499,0.0434615,0.0242964,0.0242964,0.00064,0.0,0.0,
104,66.57091428999999,1.026228571,0.971909,1.02542,0.0759817,0.036797,0.035303,0.0593179,0.0593179,0.00064,0.0,0.0,
105,375.372,0.8013250000000001,0.97548,0.8006460000000001,0.0838125,0.040476700000000004,0.031315800000000005,0.0800051,0.0800051,0.00064,0.0,0.0,
106,84.122,0.944938889,0.9727020000000001,0.9436570000000001,0.121277,0.058594,0.0344118,0.166958,0.166958,0.00064,0.0,0.0,
107,71.05073684,0.897694737,0.974164,0.896962,0.07865069999999999,0.0475437,0.0605556,0.0638325,0.0512298,0.0132427,0.0,0.0,
108,79.9565122,0.811531707,0.97609,0.811925,0.0498062,0.023856500000000003,0.030641,0.0267653,0.0267653,0.00064,0.0,0.0,
109,277.772,0.802975,0.97548,0.8031590000000001,0.0437402,0.0318402,0.057631600000000005,0.0154511,0.0154511,0.00064,0.0,0.0,
110,73.0568,1.035371429,0.971909,1.0348300000000001,0.0529743,0.025656,0.035303,0.026454,0.026454,0.00064,0.0,0.0,
111,82.49395122,0.783239024,0.97609,0.7829250000000001,0.053291700000000004,0.028564500000000003,0.0819231,0.0281391,0.0281391,0.00064,0.0,0.0,
112,120.012,0.6028,0.98048,0.6028,0.006600007840000001,0.0032,0.005000000000000001,,,0.00064,0.0,0.0,
113,86.41745455,0.7332545450000001,0.977753,0.7318,,0.0032,0.005000000000000001,,,0.00064,0.0,0.0,
114,82.08252632,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,0.112047,0.112047,0.00064,0.0,0.0,
115,73.50357895,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,0.106281,0.106281,0.00064,0.0,0.0,
116,63.166,0.635,0.98048,0.635657,0.1050801,0.049676700000000004,0.0258333,0.160738,0.160738,0.00064,0.0,0.0,
117,87.68945455,0.756640909,0.977753,0.75573,0.0694143,0.0345752,0.052619,0.0577386,0.0577386,0.00064,0.0,0.0,
118,82.90858537,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0265169,0.0265169,0.00064,0.0,0.0,
119,65.53866667,0.953966667,0.9727020000000001,0.9529430000000001,0.0981992,0.0474466,0.0344118,0.106947,0.106947,0.00064,0.0,0.0,
120,72.872,0.899405263,0.974164,0.898719,0.07349059999999999,0.0353667,0.032777799999999996,0.0592833,0.0592833,0.00064,0.0,0.0,
121,84.84927273,0.7318,0.977753,0.7318,,0.0032,0.005000000000000001,,,0.00064,0.0,0.0,
122,61.1664,0.753731818,0.977753,0.7542420000000001,0.0692001,0.0329805,0.028809500000000002,0.0595855,0.0595855,0.00064,0.0,0.0,
123,80.84422222,0.944938889,0.9727020000000001,0.9436570000000001,0.121277,0.058594,0.0344118,0.167326,0.167326,0.00064,0.0,0.0,
124,72.23686486,0.909259459,0.973453,0.9088280000000001,0.10943299999999999,0.0588915,0.0621429,0.125761,0.125761,0.00064,0.0,0.0,
125,78.55621053,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,0.110775,0.110775,0.00064,0.0,0.0,
126,68.31317647,1.052329412,0.971068,1.0503200000000001,0.171178,0.0831031,0.036250000000000004,0.327319,0.327319,0.00064,0.0,0.0,
127,80.16147368,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,inf,inf,0.00064,0.0,0.0,
128,84.9817561,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0264027,0.0264027,0.00064,0.0,0.0,
129,68.17755556,0.953966667,0.9727020000000001,0.9529430000000001,0.0981992,0.0474466,0.0344118,0.106775,0.106775,0.00064,0.0,0.0,
130,81.81102439,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0267668,0.0267668,0.00064,0.0,0.0,
131,215.372,0.6092000000000001,0.98048,0.6093310000000001,0.0261737,0.0124376,0.0258333,0.00641889,0.00641889,0.00064,0.0,0.0,
132,84.01302564,0.8359282050000001,0.974839,0.8352740000000001,0.0730586,0.035093400000000004,0.032027,0.0600476,0.0600476,0.00064,0.0,0.0,
133,71.50357895,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,0.106575,0.106575,0.00064,0.0,0.0,
134,86.85833333,0.8608,0.974839,0.8608,0.0066000346000000005,0.0032,0.005000000000000001,,,0.00064,0.0,0.0,
135,78.02989474,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,0.106689,0.106689,0.00064,0.0,0.0,
136,75.697,0.802425,0.97548,0.8025950000000001,0.0674178,0.0363904,0.057631600000000005,0.0418195,0.0418195,0.00064,0.0,0.0,
137,66.62914286,1.009628571,0.971909,1.008329,0.1182,0.0603495,0.0656061,0.150894,0.150894,0.00064,0.0,0.0,
138,98.41745455,0.7244136360000001,0.977753,0.724242,0.027682900000000003,0.0132297,0.028809500000000002,0.0066619,0.0066619,0.00064,0.0,0.0,
139,110.172,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0257074,0.0257074,0.00064,0.0,0.0,
140,96.772,0.6079,0.98048,0.6093310000000001,0.052752,0.0240497,0.046666700000000005,0.0307272,0.0307272,0.00064,0.0,0.0,
141,100.312,0.6092000000000001,0.98048,0.6093310000000001,0.0261737,0.0124376,0.0258333,0.00642143,0.00642143,0.00064,0.0,0.0,
142,99.372,0.776633333,0.97667,0.776166,0.0491792,0.0248154,0.030000000000000002,0.0242089,0.0242089,0.00064,0.0,0.0,
143,157.772,0.6143200000000001,0.98048,0.6145550000000001,0.0316387,0.0124376,0.0258333,0.00617972,0.00617972,0.00064,0.0,0.0,
144,79.84568421,0.879063158,0.974164,0.879557,0.0950526,0.0475032,0.0605556,0.0959505,0.0959505,0.00064,0.0,0.0,
145,103.372,0.6092000000000001,0.98048,0.6093310000000001,0.0261737,0.0124376,0.0258333,0.00652749,0.00652749,0.00064,0.0,0.0,
146,80.64029268,0.787995122,0.97609,0.7878000000000001,0.0280357,0.0134482,0.030641,0.00644253,0.00644253,0.00064,0.0,0.0,
147,88.25836364,0.7244136360000001,0.977753,0.724242,0.027682900000000003,0.0132297,0.028809500000000002,0.0066666,0.0066666,0.00064,0.0,0.0,
148,76.08994872,0.8359282050000001,0.974839,0.8352740000000001,0.0730586,0.035093400000000004,0.032027,0.0599421,0.0599421,0.00064,0.0,0.0,
149,89.71242553,0.6737148940000001,0.979203,0.673865,0.0270553,0.01288963,0.027222200000000002,0.00663703,0.00663703,0.00064,0.0,0.0,
150,67.622,0.944938889,0.9727020000000001,0.9436570000000001,0.121277,0.058594,0.0344118,0.166545,0.166545,0.00064,0.0,0.0,
151,86.21290909,0.744890909,0.977753,0.743707,0.0318,0.013075409999999999,0.028809500000000002,0.00269295,0.00269295,0.00064,0.0,0.0,
152,77.02989474,0.8671157890000001,0.974164,0.869043,0.0992749,0.048808500000000005,0.0883333,0.0911592,0.0911592,0.00064,0.0,0.0,
153,69.53416216,0.903989189,0.973453,0.9034110000000001,0.0788002,0.0481727,0.0621429,0.0630472,0.0630472,0.00064,0.0,0.0,
154,82.30057143,0.771419048,0.97667,0.7708240000000001,0.0382073,0.0133193,0.030000000000000002,0.00107901,0.0,0.001449063,0.000203063,6.69e-05,3.03583
155,106.7866341,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0265101,0.0265101,0.00064,0.0,0.0,
156,79.39009756,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0245801,0.0199864,0.00523369,0.0,0.0,
157,77.49395122,0.787995122,0.97609,0.7878000000000001,0.0280357,0.0134482,0.030641,0.00644227,0.00644227,0.00064,0.0,0.0,
158,88.20126829,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0263302,0.0263302,0.00064,0.0,0.0,
159,85.7622439,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0265614,0.0265614,0.00064,0.0,0.0,
160,70.9652,0.8690051280000001,0.974839,0.869221,0.0285245,0.0137215,0.032027,0.00649217,0.00649217,0.00064,0.0,0.0,
161,79.78026829,0.7927512200000001,0.97609,0.79105,0.0601598,0.026330600000000003,0.0562821,0.0329251,0.0256074,0.00795773,0.0,0.0,
162,73.765,0.720133333,0.9782580000000001,0.7198680000000001,0.0662483,0.0344011,0.051511600000000005,0.0439201,0.0439201,0.00064,0.0,0.0,
163,70.09422222,0.953966667,0.9727020000000001,0.9529430000000001,0.0981992,0.0474466,0.0344118,0.107135,0.107135,0.00064,0.0,0.0,
164,84.34568421,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,0.105452,0.105452,0.00064,0.0,0.0,
165,82.547,0.8008000000000001,0.97548,0.8009280000000001,0.0588052,0.0395864,0.110263,0.0271309,0.0271309,0.00064,0.0,0.0,
166,85.24926829,0.811531707,0.97609,0.811925,0.0498062,0.023856500000000003,0.030641,0.0290773,0.0290773,0.00064,0.0,0.0,
167,64.28866667,0.975105556,0.9727020000000001,0.9728570000000001,0.118545,0.03981,0.09323530000000001,0.140516,0.140516,0.00064,0.0,0.0,
168,88.92463158,0.899405263,0.974164,0.898719,0.07349059999999999,0.0353667,0.032777799999999996,0.0598278,0.0598278,0.00064,0.0,0.0,
169,74.83353846,0.844261538,0.974839,0.8438260000000001,0.0507915,0.024407500000000002,0.032027,0.0263595,0.0263595,0.00064,0.0,0.0,
170,76.15539474,0.899405263,0.974164,0.898719,0.07349059999999999,0.0353667,0.032777799999999996,0.0569832,0.0455464,0.0120768,0.0,0.0,
171,92.71204545,0.746345455,0.977753,0.746684,0.0752337,0.0361859,0.0764286,0.0669218,0.0669218,0.00064,0.0,0.0,
172,80.05492683,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000003,0.030641,0.0260444,0.0260444,0.00064,0.0,0.0,
173,94.45533333,0.944938889,0.9727020000000001,0.9436570000000001,0.121277,0.058594,0.0344118,0.16755,0.16755,0.00064,0.0,0.0,
174,85.73486364,0.753731818,0.977753,0.7542420000000001,0.0692001,0.0329805,0.028809500000000002,0.0593777,0.0593777,0.00064,0.0,0.0,
175,88.58252632,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,0.106192,0.106192,0.00064,0.0,0.0,
176,95.3932766,0.6737148940000001,0.979203,0.673865,0.0270553,0.01288963,0.027222200000000002,0.00664019,0.00664019,0.00064,0.0,0.0,
177,106.5386667,0.944938889,0.9727020000000001,0.9436570000000001,0.121277,0.058594,0.0344118,0.165904,0.165904,0.00064,0.0,0.0,
178,76.01302564,0.8359282050000001,0.974839,0.8352740000000001,0.0730586,0.035093400000000004,0.032027,0.0603164,0.0603164,0.00064,0.0,0.0,
179,92.30817021,0.6668000000000001,0.979203,0.6668000000000001,0.006600022400000001,0.0032,0.005000000000000001,,0.0,,,,
180,77.64029268,0.776946341,0.97609,0.7780750000000001,0.0503751,0.026259,0.0562821,0.025456,0.025456,0.00064,0.0,0.0,
181,93.09540426,0.6737148940000001,0.979203,0.673865,0.0270553,0.01288963,0.027222200000000002,0.00662345,0.00662345,0.00064,0.0,0.0,
182,62.1664,0.8773384620000001,0.974839,0.877774,0.0507915,0.024407500000000002,0.032027,0.0264612,0.0264612,0.00064,0.0,0.0,
183,106.1403333,0.8608,0.974839,0.8608,0.0066000346000000005,0.0032,0.005000000000000001,,,0.00064,0.0,0.0,
184,83.972,1.0078,0.971909,1.006447,0.12235599999999999,0.059253,0.035303,0.165995,0.165995,0.00064,0.0,0.0,
185,96.05285106,0.6737148940000001,0.979203,0.673865,0.0270553,0.01288963,0.027222200000000002,0.00667305,0.00667305,0.00064,0.0,0.0,
186,76.60276923,0.8359282050000001,0.974839,0.8352740000000001,0.0730586,0.035093400000000004,0.032027,0.0600555,0.0600555,0.00064,0.0,0.0,
187,96.30817021,0.6737148940000001,0.979203,0.673865,0.0270553,0.01288963,0.027222200000000002,0.00689302,0.00689302,0.00064,0.0,0.0,
188,77.84422222,0.980633333,0.9727020000000001,0.978543,0.11311299999999999,0.0487877,0.0638235,0.140375,0.140375,0.00064,0.0,0.0,
189,107.832,0.6092000000000001,0.98048,0.6093310000000001,0.0261737,0.0124376,0.0258333,0.00636654,0.00636654,0.00064,0.0,0.0,
190,75.372,0.868671795,0.974839,0.8681420000000001,0.0603835,0.0290106,0.032027,0.0390124,0.0390124,0.00064,0.0,0.0,
191,72.81936842,0.8908526320000001,0.974164,0.889935,0.09601849999999999,0.0462,0.032777799999999996,0.102909,0.102909,0.00064,0.0,0.0,
192,81.497,0.802425,0.97548,0.8019280000000001,0.0590967,0.028344300000000003,0.031315800000000005,0.0380744,0.0380744,0.00064,0.0,0.0,
